SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	Condition	
566LIS020	LEICA Q 24MP 28MM1.7F 3" TOUCH TYP 116	Full-frame Digital Camera 24MP CMOS Sensor 28mm f/1.7 Lens Full-HD Video Individual: Touchscreen or buttons, viewfinder or monitor, AF or MF - the Leica Q has been specially developed for a particular kind of photography: your own. Creative: Expand your possibilities: With its significantly simplified user interface, the Leica Q allows you to explore new creative freedom. Spontaneous: Always ready: Some moments in life arrive completely unannounced. Capture them completely. Write with Light: Day and Night With the fastest lens in its class and full-frame sensor, you can rely on your Leica Q in every situation. Even in adverse lighting conditions, images of stunning quality can still be achieved. Never Miss a Moment with High Speed Technology: Decisive moments only ever happen once. Theyre never repeated. The Leica Q functions at high speed, so youre always able to capture them. Focused: Pushing the limits of what is technically possible while being extraordinarily focused on what is essential for photography. Lens: The exploration of the creative possibilities of selective focus is one of many exciting options offered by the Summilux 28 mm f/1.7 ASPH. lens. In available-light situations, the imaging quality of the fastest lens in its class is exceptional. With a classical focal length of 28 mm, the lens has an angle of view that reproduces scenes with natural perspectives and proportions making it ideal for street, architectural, and landscape photography. The practical locking function for the selection of automatic or manual focusing and the ease of switching to macro mode with a close focusing distance of 17 cm make the lens with aspherical elements the ideal partner for the Leica Q in every situation. Sensor: The 24-megapixel full-frame CMOS sensor is specially attuned to the performance of the Leica Summilux 28 mm f/1.7 ASPH. lens. The result: the best picture. The 24 megapixels of the 24 x 36 mm full-frame sensor of the Leica Q deliver a...		LEICA	LEICA	5499.00	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products91030-1300x1300-460582516.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products91030-1300x1300--2071241549.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products91030-1300x1300--1612246143.jpg	New	
566SON430	SONY DSC-RX1R II 42.4MP FULLFRAME	42.4 MP Digital Camera 35 mm Full-frame CMOS Sensor 399 Phase-detection AF Points 3.0 Tiltable LCD Screen Higher-resolution full-frame CMOS sensor: The 35 mm full-frame Exmor R CMOS sensor provides for 42.4-megapixel resolution, sensitivity up to ISO 102400, wide dynamic range, and low noise. The back-illuminated structure expands circuitry scale of a new copper wiring layer for 3.5 times faster data readout. The enhancements allow the RX1R II to deliver readout of images, AF response, and continuous shooting capability, all at high speed. Large-aperture ZEISS Sonnar T* 35 mm F2 lens: The premium-quality ZEISS Sonnar T* 35 mm F2 lens with maximum F2 aperture features a proprietary AA (advanced aspherical) lens element and minimal lens unit movement that allow the lens barrel to be very light and compact. The lens and sensor imaging plane are calibrated to optimize resolution with clarity thats consistent throughout each image. BIONZ X image processing engine upgraded: BIONZ X processes 42.4 megapixels12 of data from the 35 mm full-frame CMOS sensor to reproduce fine, realistic detail with noise reduced according to image area characteristics. This allows for fast, faithful depiction of nuanced light and texture. The fixed-lens design of the RX1R II also helps to optimize processing of image information for the lens and the sensor. Optical variable low-pass filter: LPF effect settings take advantage of the sensors high 42.4-megapixel resolution12 to deliver the ultimate image quality for your needs. Choose among Off (to prioritize image resolution), Hi (to reduce moir and color artifacts), or Standard (to balance those priorities) settings to achieve the image character youre aiming for. Low-pass filter bracketing lets you preview effects of various settings. Speedy, accurate Fast Hybrid AF: 399 focal plane phase-detection AF points and 25 contrast-detection AF points make Fast Hybrid AF extra-quick and accurate under all conditions. The system featu...	<ul><li>Camera Type:</li><li>Advanced</li><li>Effective Pixels:</li><li>43.6MP</li><li>Approx. Resolution:</li><li>43MP</li><li>Aspect Ratio:</li><li>3:2</li><li>Sensor Type/Size:</li><li>35mm full-frame Exmor R CMOS Sensor</li><li>File Formats:</li><li>JPEG, RAW, XAVC S, AVCHD, MP4</li><li>Memory Card Type:</li><li>Memory Stick Duo, Memory Stick PRO Duo, Memory Stick PRO Duo (High Speed), Memory Stick PRO-HG Duo, Memory Stick Micro , Memory Stick Micro (Mark 2)  , SD / SDHC / SDXC Memory Card,  microSD / microSDHC  / microSDXC Memory Card</li><li>Image Stabilization:</li><li>Yes</li><li>Built-In Memory:</li><li>No</li><li>Colour:</li><li>Black</li><li>ISO Sensitivity:</li><li>100-25600 (expandable 50 to 102400)</li><li>Shutter:</li><li>30-1/4000 sec</li><li>Remote Control:</li><li>via smartphone or tablet</li><li>Metering Method:</li><li>Multi Pattern, Center-Weighted, Spot</li><li>Exposure Modes:</li><li>Program Auto, Aperture Priority, Shutter Priority, Manual Exposure</li><li>White Balance Modes:</li><li>Auto, Daylight, Shade, Cloudy,  Incandescent, Fluorescent, Flash, C.Temp., Filter, Custom</li><li>Burst Rate:</li><li>Up to 5 fps</li><li>Self Timer:</li><li>2 Sec, 5 Sec, 10 Sec</li><li>Connectivity:</li><li>Multi/Micro USB Terminal, Micro HDMI, Microphone (1/8&quot; Stereo minijack), Multi Interface Shoe, NFC</li><li>Lens:</li><li>ZEISS Sonnar T*, 8 elements in 7 groups (3 aspherical elements including AA lens)</li><li>Optical Zoom:</li><li>None</li><li>Digital Zoom:</li><li>8x</li><li>Additional Zoom:</li><li>Clear Image Zoom : 2x</li><li>Focus Range:</li><li>Focus Range (from the Front to the Lens): 24 cm to infinity (Normal mode), 14 cm to 29 cm (Macro mode); Focus Range (from the Focal Plane): 30 cm to infinity (Normal mode), 20 cm to 35 cm (Macro mode)</li><li>Viewfinder Type:</li><li>LCD Display</li><li>Screen Size:</li><li>3.0&quot;</li><li>Display Screen Type:</li><li>TFT Screen LCD Display</li><li>Flash Modes:</li><li>Flash Off / Autoflash / Fill-flash / Slow Sync. / Rear Sync. / Wireless (with optional compliant flash)</li><li>Built-in Flash:</li><li>Yes</li><li>External Flash Connection:</li><li>Hot Shoe</li><li>Battery:</li><li>NP-BX1</li><li>AC Power Adapter:</li><li>AC-UUD11/UUD12</li><li>Waterproofing:</li><li>No</li><li>Shockproof:</li><li>No</li><li>Dustproof:</li><li>No</li><li>Operating/Storage Temperature:</li><li>0  to 40  degrees C (32 to 104 degrees F)</li><li>Weight:</li><li>507g (1 lb. 1.9 oz.)</li><li>Dimensions (WxHxD):</li><li>113.3 x 65.4 x 72.0 mm (4.46 x 2.57 x 2.83 in.)</li><li>Sony DSC-RX1R II Camera</li><li>Rechargeable Battery Pack NP-BX1</li><li>Battery charger (BC-DCX)</li><li>AC Adapter AC-UUD11/UUD12</li><li>Lens cap</li><li>Shoe cap</li><li>Eyepiece cup</li><li>Micro USB cable</li><li>Shoulder strap</li><li>Cleaning cloth</li><li>Instruction Manual</li></ul>	SONY	SONY	4199.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products92208-1300x1300-1227468419.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products92208-1300x1300--173781182.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products92208-1300x1300--2111545202.jpg	New	
566SON359	SONY DSC-RX1 24MP FULLFRAME CMOS 35MM 3"	24.3MP Compact Digital Camera 35mm Full-frame Exmor CMOS Sensor f/2.0 Carl Zeiss Sonnar T* Lens Full HD 24p/60i/60p Video ISO 100-25600 14-bit RAW image capture 9 aperture blades P/A/S/M modes Fixed lens digital camera to sport a 35mm full-frame sensor Captures gorgeous, high-quality 24.3-megapixel photos and Full HD video Complete manual control puts the power to fulfill your creative vision in the palm of your hand, while the big, bright f/2.0 Carl Zeiss Sonnar T* lens delivers beautifully defocused backgrounds and macro capabilities Shoot stunning Full HD 24p/60i/60p video, and exercise creative freedom with manual control of P/A/S/M modes The multi-interface shoe lets you add a variety of accessories to further enrich the capabilities of this incredible camera The camera fits in the palm of a hand and allows users to carry it nearly everywhere to capture any shooting opportunity that arises 24.3 MP 35 mm Full Frame Sensor: the 24.3 MP effective 35 mm full-frame sensor, a normal sensor range of ISO 100 ? 25600, and a sophisticated balance of high resolving power, gradation and low noise BIONZ image processor enables up to 5 fps high-speed continuous shooting and 14-bit RAW image data recording Bright F2.0 Carl Zeiss Sonnar T* lens: Large-diameter F2.0 Carl Zeiss Sonnar T* lens delivers refined background defocusing - bokeh, and macro capabilities A premium multi-layered T* coating also dramatically reduces ghost and flare caused by light reflection 9 aperture blades delivers refined background defocusing and macro capabilities Fixed lens 35 mm full-frame digital camera which offers an uncompromising design that focuses on an intuitive, user-friendly operation Full HD 24p video: Full HD 24p video with manual control and audio input For creative flexibility while shooting movies and stills, users can enter Program Auto (P), Aperture Priority (A), Shutter Speed Priority (S) or Manual Exposure (M) mode for manual shooting and exposure contr...	<ul><li>Camera Type:</li><li>Advanced</li><li>Effective Pixels:</li><li>24.3MP</li><li>Approx. Resolution:</li><li>24MP</li><li>Aspect Ratio:</li><li>3:2, 16:9</li><li>Sensor Type/Size:</li><li>35.8x23.9mm CMOS</li><li>File Formats:</li><li>JPEG, RAW</li><li>Memory Card Type:</li><li>Memory Stick Duo, Memory Stick Pro Duo, Memory Stick PRO HG-Duo, SD/SDHC/SDXC</li><li>Image Stabilization:</li><li>Yes</li><li>Built-In Memory:</li><li>N/A</li><li>Colour:</li><li>Black</li><li>ISO Sensitivity:</li><li>50-25600</li><li>Shutter:</li><li>30-1/4000 sec</li><li>Remote Control:</li><li>N/A</li><li>Metering Method:</li><li>Center-weighted, Multi, Spot</li><li>Exposure Modes:</li><li>Modes: Aperture Priority, Manual, Programmed Auto, Shutter PriorityCompensation: -3 EV to +3 EV (in 1/3 EV steps)</li><li>White Balance Modes:</li><li>Auto, Cloudy, Custom, Daylight, Flash, Fluorescent (Day White), Fluorescent (White), Incandescent, Shade</li><li>Burst Rate:</li><li>Up to 5 fps at 24.3 MP</li><li>Self Timer:</li><li>2 Sec, 10 Sec</li><li>Connectivity:</li><li>1/8&quot; Microphone, HDMI D, Micro-USB, USB 2.0</li><li>Lens:</li><li>8 elements in 7 groups3 AsphericEFL: 35 mmAperture: f/2.0 (W) - 22 (T)</li><li>Optical Zoom:</li><li>2x</li><li>Digital Zoom:</li><li>N/A</li><li>Additional Zoom:</li><li>None</li><li>Focus Range:</li><li>Normal: 9.45&quot; (24 cm) - InfinityMacro: 5.51&quot; (14 cm) - 11.42&quot; (29 cm)</li><li>Viewfinder Type:</li><li>LCD Display</li><li>Screen Size:</li><li>3.0&quot;</li><li>Display Screen Type:</li><li>LCD Rear Screen</li><li>Flash Modes:</li><li>AutoFill-inOffSecond-curtain SyncSlow Sync</li><li>Built-in Flash:</li><li>Yes</li><li>External Flash Connection:</li><li>Hot Shoe, Wireless</li><li>Battery:</li><li>NP-BX1</li><li>AC Power Adapter:</li><li>ACUD11</li><li>Operating/Storage Temperature:</li><li>N/A</li><li>Warranty:</li><li>1 year warranty</li></ul>	SONY	SONY	2999.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841009.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841012.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841015.jpg	New	
566SON384	SONY DSC-RX1R 24MP FULLFRAME W/0 LP FLTR	24.3 MP Compact Digital Camera Carl Zeiss Sonnar T* f2.0 Lens Full HD 24p Video 3 Xtra Fine LCD Display	<ul><li>Camera Type:</li><li>Advanced</li><li>Effective Pixels:</li><li>24.3MP</li><li>Approx. Resolution:</li><li>24MP</li><li>Aspect Ratio:</li><li>(3:2)</li><li>Sensor Type/Size:</li><li>35mm full-frame Exmor CMOS Sensor</li><li>File Formats:</li><li>JPEG, RAW, AVCHD Ver. 2.0 / MP4, Dolby Digital (AC-3) / MPEG-4 AAC-LC</li><li>Memory Card Type:</li><li>Memory Stick PRO Duo/Pro-HG Duo/PRO-HG HX Duo media - SD/SDH/SDXC</li><li>Image Stabilization:</li><li>Yes</li><li>Built-In Memory:</li><li>N/A</li><li>Colour:</li><li>Black</li><li>ISO Sensitivity:</li><li>100-25600</li><li>Shutter:</li><li>30-1/4000 sec</li><li>Remote Control:</li><li>Yes, via RM-VPR1</li><li>Metering Method:</li><li>Center-weighted, Multi-segment, Spot</li><li>Exposure Modes:</li><li>[Still] Superior Auto, Intelligent Auto, Program Auto (Program shift available), Shutter Priority, Aperture Priority, Manual, Scene Selection, Movie, Sweep Panorama [Movie] Program Auto, Aperture Priority, Shutter Priority, Manual</li><li>White Balance Modes:</li><li>Auto, Daylight, Shade, Cloudy, Incandescent, Fluor (Warm White),  Fluor (Cool White), Fluor (Day White), Fluor (Daylight), Flash, C. Temp., Filter, Custom</li><li>Burst Rate:</li><li>Up to 5 fps at 24 MP for up to 24 framesUp to 2.5 fps at 24 MP for up to 24 frames</li><li>Self Timer:</li><li>2 Sec, 10 Sec</li><li>Connectivity:</li><li>HDMI (Type D micro), USB 2.0 Hi-speed (mass-storage, MTP)</li><li>Lens:</li><li>Carl Zeiss Sonnar, 8 elements in 7 groups (3 aspheric elements including AA lenses) 3 AsphericEFL: 35 mm Aperture : f/2.0 - 22</li><li>Optical Zoom:</li><li>None</li><li>Digital Zoom:</li><li>9.1x</li><li>Additional Zoom:</li><li>Clear Image Zoom : 2x</li><li>Focus Range:</li><li>f=35mm [Still Image 16:9], f=37mm [Still Image 4:3], f=48mm [Movie 4:3], f=48mm (SteadyShot On), f=37mm (SteadyShot Off) [Movie 16:9], f=44mm (SteadyShot On), f=45mm (SteadyShot Off)</li><li>Viewfinder Type:</li><li>LCD Display</li><li>Screen Size:</li><li>3.0&quot;</li><li>Display Screen Type:</li><li>TFT Screen LCD Display</li><li>Flash Modes:</li><li>Auto / Fill-flash / Slow Sync / Rear Sync / Off Wireless (using compatible external flash)</li><li>Built-in Flash:</li><li>Yes</li><li>External Flash Connection:</li><li>Hot Shoe</li><li>Battery:</li><li>NP-BX1 3.6V</li><li>AC Power Adapter:</li><li>AC-UD11</li><li>Waterproofing:</li><li>Not stated by Manufacturer</li><li>Shockproof:</li><li>Not stated by Manufacturer</li><li>Dustproof:</li><li>N/A</li><li>Operating/Storage Temperature:</li><li>Not stated by Manufacturer</li><li>Warranty:</li><li>1 year warranty</li><li>Sony Cyber-shot DSC-RX1R Digital Camera</li><li>Rechargeable Battery Pack (NP-BX1)</li><li>AC Adaptor (AC-UD11)</li><li>Micro USB cable</li><li>Shoulder strap</li><li>Lens cap</li><li>Shoe cap</li><li>Cleaning Cloth</li><li>Instruction Manual</li></ul>	SONY	SONY	2999.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78770-1300x1300-908376.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78770-1300x1300-908379.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78770-1300x1300-908382.jpg	New	
566LIS014	LEICA X VARIO 16MP APS-C DIGITAL CAMERA	16 MP Compact Digital Camera 18-46 mm f/3.5-6.4 ASPH Lens Full-HD Video 3 TFT LCD Brilliant Image Quality: The Leica X Vario offers the unique combination of an unusually large sensor with a high performance autofocus zoom lens in a compact camera Even with a maximum aperture of f/3.5, this combination allows the creative use of planes of sharpness to lend images incomparable plasticity and depth The wide-angle to telephoto zoom range of the Leica X Vario offers great scope for creative composition, whether used for capturing indoor scenes, sweeping landscapes or intimate portraits Leica M as a Role Model: Even at first glance, it is obvious that the Leica X Vario contains the DNA of the Leica M True to the concept of its role model, it also concentrates on compactness and construction, employing only the finest materials For instance, the top plate is machined from solid aluminum in the same process as that used for the Leica M The magnesium and aluminum body feels comfortably solid in the hand At the same time, soft leather trim lends the Leica X Vario reassuring grip characteristics Intuitive Handling: When it comes to handling, the Leica X Vario follows the lead of the Leica M and offers a persuasively simple handling concept that is reduced to the bare essentials in all respects All functions and controls are clearly laid out, and settings can be changed in an instant to meet the needs of any photographic situation At the same time, the commendably user-friendly menu interface displayed on the high-resolution 3 monitor provides a clear overview of all settings at a glance Full-HD Video: This compact camera offers a full-HD video recording option with 1920 x 1080 pixels and 30 full frames per second Whats more, the full-HD videos can be saved in Internet-friendly MP4 format and uploaded directly to social media or mobile devices without any need for conversion, allowing inspiring moments to be shared with friends in HD videos An integrate...	<ul><li>Camera Type:</li><li>Advanced</li><li>Effective Pixels:</li><li>16.2MP</li><li>Approx. Resolution:</li><li>16MP</li><li>Aspect Ratio:</li><li>(3:2)</li><li>Sensor Type/Size:</li><li>CMOS sensor, size APS-C (23.6 x 15.7 mm)</li><li>File Formats:</li><li>DNG, JPEG, MP4</li><li>Memory Card Type:</li><li>SD/SDHC/SDXC</li><li>Image Stabilization:</li><li>N/A</li><li>Built-In Memory:</li><li>110MB</li><li>Colour:</li><li>Black</li><li>ISO Sensitivity:</li><li>100-12500</li><li>Shutter:</li><li>30-1/2000 sec</li><li>Remote Control:</li><li>N/A</li><li>Metering Method:</li><li>Center-weighted, Multi-field, Spot</li><li>Exposure Modes:</li><li>Automatic program, aperture priority, shutter speed priority and manual setting.</li><li>White Balance Modes:</li><li>Auto, Daylight, Cloud, Halogen lighting, Shade, Electronic flash, Manual colour temperature setting, Fine adjustment option for all settings</li><li>Burst Rate:</li><li>Not stated by Manufacturer</li><li>Self Timer:</li><li>2 Sec, 12 Sec</li><li>Connectivity:</li><li>Mini USB 2.0 socket, HDMI socket, special socket exclusively for external Leica EVF 2 electronic viewfinder</li><li>Lens:</li><li>9 elements in 8 groups2 AsphericEFL: 18-46 mm (35 mm equivalent: 28-70 mm) Aperture: f/3.5 to 16 (at 28 mm), 6.4 to 16 (at 70 mm) in 1/3 EV increments.</li><li>Optical Zoom:</li><li>2.5x</li><li>Digital Zoom:</li><li>None</li><li>Additional Zoom:</li><li>None</li><li>Focus Range:</li><li>Auto: 11.81&quot; (30 cm) - Infinity</li><li>Viewfinder Type:</li><li>LCD Display</li><li>Screen Size:</li><li>3.0&quot;</li><li>Display Screen Type:</li><li>LCD Widescreen</li><li>Flash Modes:</li><li>Auto, auto/Red-Eye, forced on, forced on/Red eye, Slow Sync, Slow Sync/Red eye, Studio.</li><li>Built-in Flash:</li><li>Yes</li><li>External Flash Connection:</li><li>None</li><li>Battery:</li><li>BP-DC8</li><li>AC Power Adapter:</li><li>N/A</li><li>Waterproofing:</li><li>Not stated by Manufacturer</li><li>Shockproof:</li><li>Not stated by Manufacturer</li><li>Dustproof:</li><li>N/A</li><li>Operating/Storage Temperature:</li><li>Not stated by Manufacturer</li><li>Warranty:</li><li>2 year warranty</li></ul>	LEICA	LEICA	2994.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78576-1300x1300-905284.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78576-1300x1300-905287.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products78576-1300x1300-905290.jpg	New	
566SON409	REFURBISHED SONY DSC-RX1 24MP FF CMOS 35MM 3"	Refurbished 24.3MP Compact Camera 35mm Full-frame Exmor CMOS Sensor Carl Zeiss Sonnar T* f/2.0 Lens Full HD 24p/60i/60p Video ISO 100-25600 14-bit RAW image capture 9 aperture blades P/A/S/M modes Fixed lens digital camera to sport a 35mm full-frame sensor Captures gorgeous, high-quality 24.3-megapixel photos and Full HD video Complete manual control puts the power to fulfill your creative vision in the palm of your hand, while the big, bright f/2.0 Carl Zeiss Sonnar T* lens delivers beautifully defocused backgrounds and macro capabilities Shoot stunning Full HD 24p/60i/60p video, and exercise creative freedom with manual control of P/A/S/M modes The multi-interface shoe lets you add a variety of accessories to further enrich the capabilities of this incredible camera The camera fits in the palm of a hand and allows users to carry it nearly everywhere to capture any shooting opportunity that arises 24.3 MP 35 mm Full Frame Sensor: the 24.3 MP effective 35 mm full-frame sensor, a normal sensor range of ISO 100 ? 25600, and a sophisticated balance of high resolving power, gradation and low noise BIONZ image processor enables up to 5 fps high-speed continuous shooting and 14-bit RAW image data recording Bright F2.0 Carl Zeiss Sonnar T* lens: Large-diameter F2.0 Carl Zeiss Sonnar T* lens delivers refined background defocusing - bokeh, and macro capabilities A premium multi-layered T* coating also dramatically reduces ghost and flare caused by light reflection 9 aperture blades delivers refined background defocusing and macro capabilities Fixed lens 35 mm full-frame digital camera which offers an uncompromising design that focuses on an intuitive, user-friendly operation Full HD 24p video: Full HD 24p video with manual control and audio input For creative flexibility while shooting movies and stills, users can enter Program Auto (P), Aperture Priority (A), Shutter Speed Priority (S) or Manual Exposure (M) mode for manual shooting and exposure c...		SONY	SONY	2399.99	CDN	5	http://static1.henrys.com/ImageHandler.axd?imageId=-1&width=1300&height=1300&constraint=4&interpolate=7&async=False			New	
D566SON359	OPEN BOX DSC-RX1 24MP FULLFRAME CMOS 35MM 3"	24.3MP Compact Digital Camera 35mm Full-frame Exmor CMOS Sensor f/2.0 Carl Zeiss Sonnar T* Lens Full HD 24p/60i/60p Video ISO 100-25600 14-bit RAW image capture 9 aperture blades P/A/S/M modes Fixed lens digital camera to sport a 35mm full-frame sensor Captures gorgeous, high-quality 24.3-megapixel photos and Full HD video Complete manual control puts the power to fulfill your creative vision in the palm of your hand, while the big, bright f/2.0 Carl Zeiss Sonnar T* lens delivers beautifully defocused backgrounds and macro capabilities Shoot stunning Full HD 24p/60i/60p video, and exercise creative freedom with manual control of P/A/S/M modes The multi-interface shoe lets you add a variety of accessories to further enrich the capabilities of this incredible camera The camera fits in the palm of a hand and allows users to carry it nearly everywhere to capture any shooting opportunity that arises 24.3 MP 35 mm Full Frame Sensor: the 24.3 MP effective 35 mm full-frame sensor, a normal sensor range of ISO 100 ? 25600, and a sophisticated balance of high resolving power, gradation and low noise BIONZ image processor enables up to 5 fps high-speed continuous shooting and 14-bit RAW image data recording Bright F2.0 Carl Zeiss Sonnar T* lens: Large-diameter F2.0 Carl Zeiss Sonnar T* lens delivers refined background defocusing - bokeh, and macro capabilities A premium multi-layered T* coating also dramatically reduces ghost and flare caused by light reflection 9 aperture blades delivers refined background defocusing and macro capabilities Fixed lens 35 mm full-frame digital camera which offers an uncompromising design that focuses on an intuitive, user-friendly operation Full HD 24p video: Full HD 24p video with manual control and audio input For creative flexibility while shooting movies and stills, users can enter Program Auto (P), Aperture Priority (A), Shutter Speed Priority (S) or Manual Exposure (M) mode for manual shooting and exposure contr...		SONY	SONY	2399.50	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841009.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841012.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products73817-1300x1300-841015.jpg	New	
566LIS019	LEICA XE DIGITAL COMPACT CAMERA TYPE102	APS-C-format CMOS Sensor Compact Ergonomics Ease of Use Image Recording in DNG Format The Classic: The 35 mm lens is considered by many to be the classic for reportage photography and has been used to capture numerous iconic photos in the history of photography The Leica X-E takes full account of the enduring legacy of this particular focal length Its Leica Elmarit 35 mm f/2.8 ASPH lens delivers truly exceptional optical performance Together with naturally reproduced perspectives and dimensions, its moderate wide-angle character makes it ideal for countless real-world situations Its for pictures that captivate with dazzling quality and authenticity For creating new iconic photos Size does matter when it comes to image sensors: Even the most compact member of the X-Family, the Leica X-E, has an unusually large APS-C-format CMOS sensor And it, too, makes no compromises when it comes to picture quality, natural colour rendition, and the finest resolution of details Even in low light It fascinates with design and quality: The elegant design of the Leica X-E is dedicated to compact ergonomics and ease of use Visually iconic, it also treats the hands to an exciting tactile experience Because its light but strong full-metal body lends it a tangible robustness - it feels as good as it looks Exceptional materials brought together and finished with a passion for exquisite detail The Leica X-E: a true X-Camera in both design and quality Intuition is the best user manual: Is the Leica X-E easy to use? It couldnt be easier Its automatic functions and manual setting options are so intuitive they become second nature in no time ensuring that nothing distracts from taking pictures This makes the Leica X-E the ideal camera - especially for less experienced users The experience of shooting perfect Leica pictures right from the start is all part of the package Professional image processing: In addition to JPEG files for immediate use, the Leica X-E also a...		LEICA	LEICA	2199.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products89628-1300x1300-1230969.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products89628-1300x1300-1230973.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products89628-1300x1300-1230977.jpg	New	
566HAS007	HASSELBLAD STELLAR SLV, WALNUT WOOD GRIP	20.2 MP Compact Digital Camera Walnut Wood Grip Exmor CMOS Sensor 3.6x Zeiss Vario-Sonnar T* Lens 3.0 LCD Optical SteadyShot Elegantly designed aluminium body and metal operation controls Only the finest materials are used to craft the ergonomic handgrip, making it a beautifully powerful, pocket-sized camera Walnut: A hard, densely grained timber that is highly prized by prestige car manufacturers. It is also the traditional choice for rifle and shotgun stock In the Box: Stellar Silver Camera w/ Walnut Wood Grip Brown Leather Wrist Strap Brown Leather Shoulder Strap	<ul><li>Camera Type:</li><li>Advanced</li><li>Effective Pixels:</li><li>20.2MP</li><li>Approx. Resolution:</li><li>20MP</li><li>Aspect Ratio:</li><li>16:9; 4:3</li><li>Sensor Type/Size:</li><li>13.2 x 8.8 mm CMOS Sensor</li><li>File Formats:</li><li>Still: RAW, JPEG; Video: AVCHD, MPEG-4 AVC/H.264</li><li>Memory Card Type:</li><li>Memory Stick Duo media, Memory Stick Micro media, SD cards, microSD memory cards</li><li>Image Stabilization:</li><li>Yes</li><li>Built-In Memory:</li><li>No</li><li>Colour:</li><li>Silver w/ Walnut Wood Grip</li><li>ISO Sensitivity:</li><li>N/A</li><li>Shutter:</li><li>N/A</li><li>Remote Control:</li><li>N/A</li><li>Metering Method:</li><li>N/A</li><li>Exposure Modes:</li><li>Automatic exposure, Aperture priority, Shutter priority, Manual exposure, Scene Selection (13 modes)</li><li>White Balance Modes:</li><li>Automatic, Daylight, Shade, Cloudy,Incandescent, Fluorescent (Warm White/ Cool White/Day White/Daylight), Flash, Color temperature/Color filter, Custom</li><li>Burst Rate:</li><li>N/A</li><li>Self Timer:</li><li>N/A</li><li>Connectivity:</li><li>HDMI micro jack, Micro USB (USB2.0)</li><li>Lens:</li><li>Carl Zeiss Vario-Sonnar T*</li><li>Optical Zoom:</li><li>3.6x</li><li>Digital Zoom:</li><li>N/A</li><li>Additional Zoom:</li><li>N/A</li><li>Focus Range:</li><li>N/A</li><li>Viewfinder Type:</li><li>N/A</li><li>Screen Size:</li><li>3.0&quot;</li><li>Display Screen Type:</li><li>TFT LCD</li><li>Flash Modes:</li><li>N/A</li><li>Built-in Flash:</li><li>Yes</li><li>External Flash Connection:</li><li>No</li><li>Battery:</li><li>NP-BX1</li><li>AC Power Adapter:</li><li>3.6 V AC Adaptor AC-UD10/UD11, 5V</li><li>Waterproofing:</li><li>N/A</li><li>Shockproof:</li><li>N/A</li><li>Dustproof:</li><li>N/A</li><li>Operating/Storage Temperature:</li><li>Operating: 0 C to 40 C (32 F to 104 F); Storage: -20 C to 60 C (-4 F to 140 F)</li><li>Warranty:</li><li>Canadian Warranty: Two Years Parts &amp; Labour</li></ul>	HASSELBLAD	HASSELBLAD	2195.99	CDN	5	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products81044-1300x1300-934371.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products81044-1300x1300-934824.jpg	http://az163874.vo.msecnd.net/143c9f515cff4d86ab6f0969faac3792/Images/Products81044-1300x1300-934827.jpg	New	
