sku	Name	UPC	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Amazon Price	Currency	Inventory	size	color	parentsku	Parentage	Variation Theme	Relationship Type	Bulletpoints1	Bulletpoints2	Bulletpoints3	Bulletpoints4	Bulletpoints5	weight	Image URL1
JET49959-RED	"Firelite Black Label 28"" Spinner Upright_Samsonite Fire"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 28"" model weighs just 6.5 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	599.99	889.860875	CDN	98		Samsonite Fire	JET49959-WHITEprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			6500	https://cdn.shopify.com/s/files/1/0918/3750/products/sams2647_01_firelite-spinner-75cm-28inch-charcoal.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2651_03_firelite-spinner-75cm-28inch-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2645_06_firelite-spinner-69cm-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2651_01_firelite-spinner-75cm-28inch-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_08_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_02_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_07_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2647_03_firelite-spinner-75cm-28inch-charcoal.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_03_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_01_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_09_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865
JET49959-WHITE	"Firelite Black Label 28"" Spinner Upright_White"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 28"" model weighs just 6.5 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	599.99	889.860875	CDN	0		White	JET49959-WHITEprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			6500	https://cdn.shopify.com/s/files/1/0918/3750/products/sams2647_01_firelite-spinner-75cm-28inch-charcoal.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2651_03_firelite-spinner-75cm-28inch-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2645_06_firelite-spinner-69cm-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2651_01_firelite-spinner-75cm-28inch-off-white.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_08_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_02_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_07_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2647_03_firelite-spinner-75cm-28inch-charcoal.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_03_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_01_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865@https://cdn.shopify.com/s/files/1/0918/3750/products/sams2650_09_firelite-spinner-75cm-28inch-chili-red.jpeg?v=1440033865
JET54537-CHARCOALprnt	"Firelite Black Label 30"" Spinner Upright"				Samsonite Luggage	Samsonite Luggage								parent	color								
JET54537-BLUE	"Firelite Black Label 30"" Spinner Upright_Blue"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 30"" model weighs just over 7 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	649.99	960.485875	CDN	99		Blue	JET54537-CHARCOALprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			7100	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_01_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_07_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_02_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_09_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_03_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_01_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_08_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_06_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_03_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_03_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_01_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876
JET54537-CHARCOAL	"Firelite Black Label 30"" Spinner Upright_Charcoal"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 30"" model weighs just over 7 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	649.99	960.485875	CDN	99		Charcoal	JET54537-CHARCOALprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			7100	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_01_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_07_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_02_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_09_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_03_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_01_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_08_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_06_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_03_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_03_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_01_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876
JET54537-RED	"Firelite Black Label 30"" Spinner Upright_Bright Red"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 30"" model weighs just over 7 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	649.99	960.485875	CDN	0		Bright Red	JET54537-CHARCOALprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			7100	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_01_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_07_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_02_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_09_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_03_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_01_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_08_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_06_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_03_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_03_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_01_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876
JET54537-WHITE	"Firelite Black Label 30"" Spinner Upright_White"		"Introducing the all new Firelite hard-side luggage collection from Samsonite! As part of Samsonite's CurvÆ line of lightweight but extremely resilient upright spinner luggage  the 30"" model weighs just over 7 pounds. The CurvÆ technology provides exceptional shock impact resistance using 100% virgin polypropylene. High performance thermoplastic layers are stretched and woven to produce a fabric that is 5 times stronger than regular polypropylene and ultra lightweight. Solid 4 spinner wheels move effortless in any direction and a single tube handle minimizes space in the bag and can be locked at multiple location for varying heights. Opening the case reveals a zippered packing section and tie-down straps to compress the rest of your belongings. Designed to withstand whatever may be thrown at it or wherever it might be thrown!"		Samsonite Luggage	Samsonite Luggage	649.99	960.485875	CDN	98		White	JET54537-CHARCOALprnt	child	color	variation	"Curv Material - Layers of woven polypropylene are formed into self reinforced composite sheets providing superior durability while being extremely lightweight. The Firelite features a dynamic and strong design with a water resistant zipperSpinner Wheels - Four wheels.zero effort, four multidirectional spinner wheels allow 360 degree upright rolling in multiple directions so there is no weight on your arm"	"Retractable handle - Provides easy maneuverability when extended out from the case, and stores neatly inside when not in use. Locks in place in both the fully extended and stored positions for secure traveling.Cross straps - Secure the contents of your luggage to help prevent shifting that can cause damage. They also help keep the contents of your luggage organized"	Interior divider - Made of flexible mesh fabric is designed to help create a seperate compartment inside your suitcase for added organization and security.Mounted 3 digit TSA combination lock provides additional peace of mindID Tag			7100	https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_01_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_07_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_05_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_02_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_09_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5403_03_firelite-spinner-81cm-chili-red.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_01_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_08_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_06_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_03_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5406_03_firelite-spinner-81cm-charcoal.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_01_firelite-spinner-81cm-off-white.jpeg?v=1440033876@https://cdn.shopify.com/s/files/1/0918/3750/products/sams5405_04_firelite-spinner-81cm-off-white_1.jpeg?v=1440033876
JET57549-BLACKprnt	Large Foldable Luggage Cover				Samsonite Luggage	Samsonite Luggage								parent	color								
JET57549-BLACK	Large Foldable Luggage Cover_Black		Protect your luggage from dirt and water with this foldable suitcase cover that packs up into a small pouch for easy storage. The specialized Elastic Lycro is a water repellant material that is also a stretchable fabric that can fit over most large suitcases. Zip open sleeves provide access to the side and top handles of your suitcase.		Samsonite Luggage	Samsonite Luggage	44.97	105.895125	CDN	99		Black	JET57549-BLACKprnt	child	color	variation	"Fits most 26-29""ù casesMade with water-resistant fabric for added protection from water and dustElastic Lycro fabric ensures a snug fit for all common suitcasesFoldable for easy carry and storageQuick access zipper openings for top and side carry handles"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-mbw.jpg?v=1444660256@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-s_109011.jpg?v=1444660256@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-l-aux1_a7b4cbde-a32d-41a3-b628-4211851ab9e9.jpg?v=1444660256
JET57549-BLUE	Large Foldable Luggage Cover_Blue		Protect your luggage from dirt and water with this foldable suitcase cover that packs up into a small pouch for easy storage. The specialized Elastic Lycro is a water repellant material that is also a stretchable fabric that can fit over most large suitcases. Zip open sleeves provide access to the side and top handles of your suitcase.		Samsonite Luggage	Samsonite Luggage	44.97	105.895125	CDN	99		Blue	JET57549-BLACKprnt	child	color	variation	"Fits most 26-29""ù casesMade with water-resistant fabric for added protection from water and dustElastic Lycro fabric ensures a snug fit for all common suitcasesFoldable for easy carry and storageQuick access zipper openings for top and side carry handles"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-s_109011.jpg?v=1444660256@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-mbw.jpg?v=1444660256@https://cdn.shopify.com/s/files/1/0918/3750/products/accessories-foldable-luggage-cover-l-aux1_a7b4cbde-a32d-41a3-b628-4211851ab9e9.jpg?v=1444660256
JET58751	LiftTwo Carry On Boarding Bag		The LifTwo makes a great bag for an overnight business trip or short weekend away when you want to wheel right out of the airport after landing. The external front organizer can accommodate your laptop  business files and other necessities while leaving your change of clothes concealed away in the large main compartment. Tie down straps keep your clothes from shifting and allow you to pack as much as possible. The smooth rolling wheels can tackle the city terrain and the telescopic handle adjust to different heights. The 200D polyester fabric and bumper guards help keep your bag looking great for a long time.		Samsonite Luggage	Samsonite Luggage	164.99	275.423375	CDN	99							"Padded laptop compartment accommodates up to a 15.6"" laptop.¬.Compression straps keep clothing neatly packed while travelingFront pocket with added packing organizationLarge main opening provides easy access to contents"					0	https://cdn.shopify.com/s/files/1/0918/3750/products/587511041be01.jpg?v=1444661644@https://cdn.shopify.com/s/files/1/0918/3750/products/587511041bi01.jpg?v=1444661651@https://cdn.shopify.com/s/files/1/0918/3750/products/587511041pf05.jpg?v=1444661662
JET62353-BLACKprnt	"LIFTwo Hardside 29"" Spinner"				Samsonite Luggage	Samsonite Luggage								parent	color								
JET62353-BLACK	"LIFTwo Hardside 29"" Spinner_Black"		This all new hardshell case from Samsonite is designed to keep your gear safe  dry  organized - and only weighs 9.89lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	251.99	398.310875	CDN	97		Black	JET62353-BLACKprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				9890	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1041.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1726.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1090.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_2_1.jpeg?v=1440034990
JET62353-BLUE	"LIFTwo Hardside 29"" Spinner_Blue"		This all new hardshell case from Samsonite is designed to keep your gear safe  dry  organized - and only weighs 9.89lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	251.99	398.310875	CDN	99		Blue	JET62353-BLACKprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				9890	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1090.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1041.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1726.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_2_1.jpeg?v=1440034990
JET62353-RED	"LIFTwo Hardside 29"" Spinner_Samsonite Red"		This all new hardshell case from Samsonite is designed to keep your gear safe  dry  organized - and only weighs 9.89lbs! Built with an ultra light  yet durable honeycomb shell  the kissable zippers can be locked with the included TSA approved lock  and features a water resistant tape to help keep the interior dry from rain. Internal compression strap and zippered panel help organize your clothes and keep them shifting and wrinkling during travel. The case sits atop 4 smooth rolling wheels designed for effortless navigation  the telescopic handle adjusts to different heights  and the rubber grab handles make it easy to load into a car trunk or take off the conveyor belt at airports.		Samsonite Luggage	Samsonite Luggage	251.99	398.310875	CDN	98		Samsonite Red	JET62353-BLACKprnt	child	color	variation	"Extremely lightweight, honeycomb textured shellsSmooth-rolling, multi-directional, ""úairflow""ù Spinner wheels for easy movement so there is no weight on your arm or shoulderFlexible, unbreakable, interlocking ""úkissing""ù zipper pulls with water-resistant zipper tapeInteriors include a zippered divider panel and cross-straps for minimal shifting of contentsIncluded¬†TSA lock that can only be opened by you or a TSA agent"	Ultra-lightweight beveled alloy pull-handle with full-shell integration.				9890	https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1726.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1041.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-29_1090.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-25-aux3_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux2_2_1.jpeg?v=1440034990@https://cdn.shopify.com/s/files/1/0918/3750/products/liftwo-hardside-spinner-20-widebody-aux1_2_1.jpeg?v=1440034990
JET62380-REDprnt	LIFTwo Wide Body Carry-On Spinner				Samsonite Luggage	Samsonite Luggage								parent	color								
