SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
BACRST_384	C-TAC Red Spatter T-Shirt-X-Large	Let the world know you airsoft with C-TAC by picking up this great looking t-shirt! 100% cotton, pre-shrunk. Please take note of the washing and care instructions included with your new T-shirt. C-TAC Airsoft brand apparel fits slightly smaller that your average tee. There will also be no returns or warranty on any opened apparel.				19.99	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/-/c-tac_tshirt_spattered_logo_free_patch_1.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/-/c-tac_tshirt_spattered_logo_closeup_1.jpg		
BALCB_480	Lucid CL47 Bundle	Lucid Airsoft is Canadaâ€™s premier line of Affordable, Quality Products specifically geared towards the experienced veteran and the new airsoft recruit. Lucid Airsoft has taken steps to ensure that their products have the perfect blend of quality parts at a reasonable price. For you AK lovers, here is your standard AK with a rubberized finish making the rifle very comfortable to handle. The CL47 magazine has an external wind mechanism for your convenience. Lucidâ€™s transparent series of AEG features a metal gearbox and gears, nylon bushings, and a clear transparent receiver. The average velocity of this series ranges between 300 and 320 FPS. This bundle includes an extra magazine and 5000.20g BB's to get you started. For more information on Lucid Airsoft, please visit their website lucidairsoft.ca or visit them on their Facebook page here Material: ReceiverClear Transparent Plastic,Outer BarrelMetal,SightsMetal, Adjustable,Flash HiderPlastic,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid CL47, 2 x 600 Round Tactical Hi-Cap Mag, 1 x 1kg Bag of C-TAC Bio .20g BBs, 1 x Lucid Airsoft Morale Patch, 1 x BuyAirsoft.ca Morale Patches, 1 x BuyAirsoft.ca Shooting Targets, 1 x Battery (8.4V 1100 mAh), 1 x Sling, 1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">245 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">415mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">875mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Long Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Fixed/ Solid</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">600</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			184.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl47-bundle.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/a/n/angled_1_5.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/m/a/mag_1.jpg	
BACMCB_479	C-TAC M4 Carbine Bundle	C-TAC Airsoft has launched their full metal AEG's in Canada. These rifles feature all metal receivers and high quality internal components. All C-TAC AEG's have an installed M130 spring. C-TAC AEG's are the only full metal AEG's in Canada to come packaged with a 7.4V Li-Po battery and balance charger. The C-TAC M4 Carbine features a removable carry handle and an adjustable stock. The included magazine holds 120 rounds. The C-TAC M4 Series features: Full Metal ReceiverHigh Torque Reinforced GearsHigh Torque MotorMetal Ball Bearing Spring GuideReinforced PistonHigh Compression Metal Piston HeadReinforced Metal Cylinder HeadTight Bore Barrel (6.04mm) WARNING: All C-TAC AEG's shoot at a velocity of over 430 FPS. Check with your local field for velocity limits. Material: ReceiverFull Metal Receiver,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsMetal (Underneath Carry Handle),Flash HiderMetal,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x C-TAC M4 Carbine, 1 x 120 Round Mid-Cap Mag, 1 x 7.4V 1500mAh Li-Po battery, 1 x Li-Po Balance charger, 1 x Forward Sling Ring, 1 x Manual, 1 x PTS Enhanced Polymer Mag - Black, 1 x Smith Boogie Regulator - Gray, 1 x Bag C-TAC 1kg 0.20g Bio BB,	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">370 - 380 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Gun Weight</span><span class="data">3.0 Kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 2</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Long Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Retractable/ Collapsible</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Safe, Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">120 rounds</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			494.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/t/ctm4-bundle.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/t/ctm4.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/u/n/untitled1.jpg	
BALCBB_481	Lucid CL47 + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! For you AK lovers, here is your standard AK with a rubberized finish making the rifle very comfortable to handle. The CL47 is compatible with the AK scope mount, as well the included magazine has an external wind mechanism for your convenience. Lucidâ€™s transparent series of AEG features a metal gearbox and gears, nylon bushings, and a clear transparent receiver. Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverClear Transparent Plastic,Outer BarrelMetal,SightsMetal, Adjustable,Flash HiderPlastic,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid CL47,1 x KJW Beretta Elite Metal Slide,1 x 600 Round AK Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Sling,1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">245 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">415mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">875mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Fixed/ Solid</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">600</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			219.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl47_side_4.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_2.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl47_angled_5.jpg	
BALCBB_482	Lucid CL47T + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! Lucidâ€™s transparent series of AEG features a metal gearbox and gears, nylon bushings, a clear transparent receiver, and black flash hider. This particular model is already geared with a front metal rail system, including a compact foldable foregrip. It also has a tactical 600 round magazine and a molded pistol grip for superior comfort. Not only that, but for your convenience the tactical magazine has an external wind mechanism. Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverClear Transparent Plastic,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsMetal,Flash HiderPlastic,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid CL47T,1 x KJW Beretta Elite Metal Slide,1 x 600 Round Tactical Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Sling,1 x Compact Foregrip,1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">~240 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">430mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">875mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Fixed/ Solid</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">600</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			224.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl47t_black_side_2.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_3.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl47t_black_angled_1.jpg	
BALCBB_484	Lucid CL36 + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! Lucidâ€™s transparent series of AEG features a metal gearbox and gears, nylon bushings, a clear transparent receiver, and an orange flash hider. The average velocity of this series ranges between 260 and 320 FPS. The CL36 is a compact rifle, with a folding stock making it even better when in a CQB scenario. It features a metal bottom rail for your flashlight mount. Also, the carry handle features a rail as well, for your accessory needs! Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverClear Transparent Plastic,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsNylon Fibre,Flash HiderPlastic,Charging HandleNylon Fibre,Magazine ReleasePlastic,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid CL36,1 x KJW Beretta Elite Metal Slide,1 x 470 Round Tactical Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">250 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">210mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">735mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Folding</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">470</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			229.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl36_side_3.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_4.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/c/l/cl36_angled_4.jpg	
BALLBB_483	Lucid L47 + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! For you AK lovers, here is your standard AK with a rubberized finish making the rifle very comfortable to handle. The L47 is compatible with the AK scope mount, as well the included magazine has an external wind mechanism for your convenience. Lucid Tinted â€“ Lucidâ€™s tinted series of AEG features a metal gearbox and gears, and metal bushings. The average velocity of this series ranges between 340 and 370 FPS. Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverMetal Upper Receiver with Tinted Polymer Composite Lower Receiver,Outer BarrelMetal,SightsMetal, Adjustable,Flash HiderMetal,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid L47,1 x 600 Round Hi-Cap Mag,1 x Battery (8.4V 1100 mAh),1 x Sling,1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">376 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">420mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">875mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Fixed/ Solid</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">600</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			239.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/l/4/l47_gen2_side_1_2.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_5.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/l/4/l47_gen2_angled_3.jpg	
BALLBB_485	Lucid L47T + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! This AEG is already geared with a nylon fiber front rail system and a compact foregrip. Also, featuring a tactical high capacity magazine, with an external wind mechanism. Lucid Tinted â€“ Lucidâ€™s tinted series of AEG features a metal gearbox and gears, and metal bushings. The average velocity of this series ranges between 340 and 370 FPS. Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverMetal Upper Receiver with Tinted Polymer Composite Lower Receiver,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsNylon Fibre,Flash HiderPlastic,Charging HandleMetal,Magazine ReleaseMetal,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid L47T,1 x KJW Beretta Elite Metal Slide,1 x 600 Round Tactical Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Folding Foregrip,1 x Sling,1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">346 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">430mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">875mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Fixed/ Solid</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">600</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			249.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/s/i/side_1_1_1.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_6.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/s/i/side--handle_1_1.jpg	
BALLBB_487	Lucid L36 + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! Lucid's L36 model features a folding stock, a Nylon fiber carrying handle equipped with a top rail, as well as a metal lower rail. Lucid Tinted â€“ Lucidâ€™s tinted series of AEG features a metal gearbox and gears, and metal bushings. The average velocity of this series ranges between 340 and 370 FPS. Sporting a metal slide, and real blow-back action, the Beretta Elite pistol kicks hard and has a great metal on metal re-cocking noise with each shot! The thick pistol frame and metal parts ensure a very solid, hefty weapon that mimics the real weight and feel of its actual real steel counterpart. The Beretta Elite features a squared hand grip and a stylized metal slide. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverTinted Polymer Composite,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsNylon Fibre,Flash HiderPlastic,Charging HandleNylon Fibre,Magazine ReleasePlastic,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid L36,1 x KJW Beretta Elite Metal Slide,1 x 470 Round Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">367 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">210mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">735mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.6kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Folding</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">470</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			254.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/l/3/l36-gen-2-side_1.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_7.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_5_21_1.jpg	
BALLBB_486	Lucid L36S + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! Lucid Airsoft is Canadaâ€™s premier line of Affordable, Quality Products specifically geared towards the experienced veteran and the new airsoft recruit. Lucid Airsoft has taken steps to ensure that their products have the perfect blend of quality parts at a reasonable price. Lucid Tinted â€“ Lucidâ€™s tinted series of AEG features a metal gearbox and gears, and metal bushings. The average velocity of this series ranges between 340 and 370 FPS. The L36S features a folding stock as well as a built in bipod. The carry handle features a rail for your use of a scope or sight. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverTinted Polymer Composite,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsNylon Fibre,Flash HiderPlastic,Charging HandleNylon Fibre,Magazine ReleasePlastic,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid L36S,1 x KJW Beretta Elite Metal Slide,1 x 470 Round Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">375 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">450mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">960mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">3kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Folding</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">470</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			274.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_9_7_1.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_11_3_1.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_10_5_1.jpg	
BALLBB_488	Lucid L36T + Beretta Bundle	Available for a Limited Time Only, get a KJW Beretta Elite Metal Slide for half price when you purchase a Lucid AEG! Lucid Airsoft is Canadaâ€™s premier line of Affordable, Quality Products specifically geared towards the experienced veteran and the new airsoft recruit. Lucid Airsoft has taken steps to ensure that their products have the perfect blend of quality parts at a reasonable price. The L36T features a folding stock, and a full metal rail system. The top rail is also a carry handle, featuring an adjustable rear flip sight. Also included on this rifle is a socom suppressor unit. Lucid Tinted â€“ Lucidâ€™s tinted series of AEG features a metal gearbox and gears, and metal bushings. The average velocity of this series ranges between 340 and 370 FPS. Do not overcharge your battery. Maximum charge time should not exceed 5 hours. Material: ReceiverTinted Polymer Composite,Outer BarrelMetal,SightsMetal, Adjustable,Accessory RailsMetal,Flash HiderMetal,Charging HandleNylon Fibre,Magazine ReleasePlastic,Selector SwitchMetal,Trigger AssemblyMetal What you will need:  Most commonly used BB, Great initial velocity, Speed will fade quickly over a longer distance What's in the Box:  1 x Lucid L36T,1 x KJW Beretta Elite Metal Slide,1 x 470 Round Hi-Cap Mag,1 x Beretta GBB mag,1 x Battery (8.4V 1100 mAh),1 x Wall Charger	<ul id="product-attribute-specs-table" class="data-table" cellspacing="0"><li class=""><span class="label">Velocity</span><span class="data">367 FPS</span></li><li class=""><span class="label">Hop Up</span><span class="data">Yes, Adjustable</span></li><li class=""><span class="label">Barrel Thread</span><span class="data">14mm Negative</span></li><li class=""><span class="label">Barrel Length</span><span class="data">257mm</span></li><li class=""><span class="label">Overall Length</span><span class="data">840mm</span></li><li class=""><span class="label">Gun Weight</span><span class="data">2.8kg</span></li><li class=""><span class="label">Blowback</span><span class="data">No</span></li><li class=""><span class="label">Gear Box</span><span class="data">Metal, Version 3</span></li><li class=""><span class="label">Motor Type</span><span class="data">Standard Short Type</span></li><li class=""><span class="label">Gun Stock</span><span class="data">Folding</span></li><li class=""><span class="label">Fire Modes</span><span class="data">Semi, Full Auto</span></li><li class=""><span class="label">Magazine Capacity</span><span class="data">470</span></li><li class=""><span class="label">Caliber</span><span class="data">6mm</span></li><li class="bl br"><span class="label">Warranty</span><span class="data">30 Days</span></li></ul>			279.98	CDN	Y	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_16_3.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/k/j/kjw_beretta_elite_side_9.jpg	https://www.buyairsoft.ca/media/catalog/product/cache/1/image/780x439/5e06319eda06f020e43594a9c230972d/f/i/file_10_25.jpg	
