SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
CHCH1MSCPE1O_18	1 Million Scoville Concentrated Pepper Extract (16 oz)	Ingredients: Pepper Extract (May contain Soybean Oil). Manufacturered by Ashley Foods		Ashley Foods	Ashley Foods	129.95	CDN	Y	//cdn.shopify.com/s/assets/admin/no-image-large-339e69e359cdf02ea76337381df99fa2.gif			
CHCHFMGHS_17	"F" Milk. Got Hot Sauce!	 F Milk. Got Hot Sauce? (5 FL.OZ. / 148 ml): Real men say F' Milk. I'll get the Sh*t I need from my hot sauce. Just say "F" it, and get another bottle. It feels much better the next day. I say "F" it, coat your ass with sauce, cause it's the boss. Ingredients: Habanero Peppers, Vinegar, Onion Powder, Garlic Powder, and Salt. Brand: F Milk. Got Hot Sauce  Manufacturer: Original Juan		Original Juan	F Milk. Got Hot Sauce	8.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/5825de1a5cde32351b9bac33448dd4e1_large.jpeg?v=1438640678			
CHCH7CM_20	7UP Citrus Marinade	 7UP Refreshing Citrus Marinade (14oz./396g)  Enjoy the light, refreshing taste of 7UP on the grill. The natural lemon and lime flavors of 7UP will add a refreshing citrus burst to every bite of your chicken, fish and vegetables. Ingredients: Water, high fructose corn syrup, distilled vinegar, lemon juice concentrate, lime juice concentrate, spices, modified corn starch, salt, vegetable oil (canola and/or soybean), fruit concentrate, dextrin, natural flavors, sodium benzoate (preservative), xanthan gum.				8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/19e592b4978d157c66c5cda171824bdd_large.jpeg?v=1421185409			
CHCH1MSCPEHS_19	1 Million Scoville Concentrated Pepper Extract Hot Sauce	  1 Million Scoville Concentrated Pepper Extract Hot Sauce (5 FL.OZ. / 148 ml): 1 Million Scoville units of super intense heat in a 5oz bottle. Pure concentrated pepper extract. Warning, Food additive only. Warning, not a food item. Keep away from childern, skin irritant, this is not a sauce or a condiment. This product is guaranteed to be 1,000,000 scoville units +/- 5 percent by HPLC A.O.A.C. Capsaicin Analysis Method. Ingredients: Premium High Grade Certified Oleroresin Capsicum Brand: 1 Million Scoville Units Hot Sauce   Manufactured by Ashley Foods.		Ashley Foods.	Ashley Foods.	43.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/2d4d2b1e3d5a41f8741de70987d1a48b_large.jpeg?v=1427060211			
CHCHABS_22	A&W BBQ Sauce	 AW BBQ Sauce (18oz/510g)  Enjoy the smooth, creamy flavor of AW root beer on the grill. The taste of AW will add an unexpected, layered richness to your BBQ. Whether basting, marinating or dipping, you'll savor every bite. Ingredients: High fructose corn syrup, water, tomato paste, distilled vinegar, modified corn starch, molasses, salt, spices, fruit concentrate, dextrin, maltodextrin, smoke flavor, natural flavors, artificial flavors,caramel (color), sodium benzoate (preservative). Brand: AW Manufacturer: Vita Specialty Foods		Vita Specialty Foods	A&amp;W	8.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/675d2e488bb91013628b5675338d0530_large.jpeg?v=1427060935			
CHCHALNHS_21	A Little Nukey Hot Sauce	  A Little Nukey Hot Sauce (5 FL.OZ. / 150 g): Explosive equals mucho chiles. Explosive heat. A little nukey goes a long way. Product of Costa Rica. Ingredients: Caribbean Red Habanero Peppers, Vinegar, Tomatoes, Onions, Spices, Cilantro, and Ascorbic Acid (Vitamin C) added for freshness.   Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e4fbaf47a289c6af587e297bed66ca5f_large.jpeg?v=1422628370			
CHCHAP_23	Achiote Paste	Achiote Paste (3.5 oz/ 100 g) Achiote is one of Mexicoâ€™s most popular ingredients because it gives food an amazing earthy flavor and a spectacular red hue. Smear over fish and grill or rub into pork before braising or roasting. Dilute with vinegar or olive oil to create a marinade for just about everything. Recipe on back! Ingredients: Annatto seed, water, salt, spices, garlic, acetic acid and sodium benzonate as a preservative (0.1%). Manufactured by Los Chileros		Los Chileros	Los Chileros	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/Achiote_Paste_large.jpg?v=1362523076			
CHCHARPMPS_24	African Rhino Peri-Peri Mild Pepper Sauce	African Rhino Peri-Peri Mild Pepper Sauce (6.75 FL.OZ. / 200 ml): A product of Kalahari Pepper Company. The exotic peri-peri is Africa's hottest chili pepper. Strains from Botswana and Mozambique are grown exclusively for the Kalahari Pepper Company so you too can experience the soul of Africa's great thirstland, the Kalahari desert. Shake well and use Rhino sauce on all meat, seafood, or poultry dishes. Ingredients: Roasted Tomatoes, Water, Onion, Cider Vinegar, Lemon Juice, Canola Oil, Peri-Peri Chili Peppers, Roasted Garlic, Sugar, Salt, and Spices.  Manufactured by Kalahari Pepper Company Awards: A 2000 Scovie Award winner		Kalahari Pepper Company	Kalahari Pepper Company	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/70b047fae13b7b3034d3ef615b63b6df_large.jpeg?v=1427061269			
CHCHARPPSXH_26	African Rhino Peri-Peri Pepper Sauce Xtra Hot	  African Rhino Peri-Peri Pepper Sauce Xtra Hot (6.75 FL.OZ. / 200 ml): A product of Kalahari Pepper Company. The exotic peri-peri is Africa's hottest chili pepper. Strains from Botswana and Mozambique are grown exclusively for the Kalahari Pepper Company so you too can experience the soul of Africa's great thirstland, the Kalahari desert. Shake well and use Rhino sauce on all meat, seafood, or poultry dishes. Ingredients: Roasted Tomatoes, Water, Onion, Cider Vinegar, Lemon Juice, Canola Oil, Peri-Peri Chili Peppers, Roasted Garlic, Sugar, Salt, and Spices.  Manufactured by Kalahari Pepper Company  Awards: A 2000 Scovie Award winner		Kalahari Pepper Company	Kalahari Pepper Company	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e5c822182f9f04348311fee66d5b9347_large.jpeg?v=1427061964			
CHCHARPPSH_25	African Rhino Peri-Peri Pepper Sauce - Hot	African Rhino Peri-Peri Pepper Sauce - Hot (6.75 FL.OZ. / 200 ml): A product of Kalahari Pepper Company. The exotic peri-peri is Africa's hottest chili pepper. Strains from Botswana and Mozambique are grown exclusively for the Kalahari Pepper Company so you too can experience the soul of Africa's great thirstland, the Kalahari desert. Shake well and use Rhino sauce on all meat, seafood, or poultry dishes. Ingredients: Roasted Tomatoes, Water, Onion, Cider Vinegar, Lemon Juice, Canola Oil, Peri-Peri Chili Peppers, Roasted Garlic, Sugar, Salt, and Spices.  Manufactured by  Kalahari Pepper Company Awards: A 2000 Scovie Award winner		Kalahari Pepper Company	Kalahari Pepper Company	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/72b5e81875d3007dc0cfd3024b7c8aed_large.jpeg?v=1427061386			
CHCHAGPHS_27	Afterlife Ghost Pepper Hot Sauce	Afterlife Ghost Pepper Hot Sauce (5oz./148ml) Certified by Guinness World Records as the world's hottest chili pepper, the "Ghost Chli", or Bhut Jolokia, from India is 400 times hotter than Tabasco sauce. It's hauntingly hot! Ingredients: Aged red peppers, vinegar, salt, garlic, birdâ€™s eye peppers, ghost peppers, spices, xanthan gum, natural flavors. Manufactured by The Innovative Company		The Innovative Company	The Innovative Company	12.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f81af35901dd625856fcd15d3e16a7c7_large.jpeg?v=1427062051			
CHCHAAPXHS_28	Alien Anal Probe Xtra-Terestial Hot Sauce	Ingredients: Cayenne peppers, salt, oleoresin Cayenne, starch,  caramel color. Brand: Alien Anal Probe Manufacturer: Figueroa Brothers		Figueroa Brothers	Alien Anal Probe	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b6be7f49808d85aa7aed6a7796b900d6_large.jpeg?v=1427062104			
CHCHABPBS_29	Alligator Bayou Premium BBQ Sauce	Alligator Bayou Premium BBQ Sauce (12 FL.OZ. / 340 g): Alligator Bayou Premium BBQ Sauce is made with natural ingredients including chunks of garlic and onions. What makes it "premium?" Unlike other sauces that are cold-blended with powdered spices, Alligator Bayou is made with chunks of garlic and onions, cooked and packed hot. It's a difference you can see and taste. Ingredients: Ketchup, vinegar, Water, Garlic, Onions, Molasses, Cayenne Peppers, Black Pepper, Smoked Jalapeno Peppers, and Spices.  Manufactured by Hongry Hawg		Hongry Hawg	Hongry Hawg	12.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/alligator_large.jpg?v=1362523210			
CHCHAGHS_30	Amazon Green Hot Sauce	 Amazon Green Hot Sauce (5.6 FL.OZ. / ): From deep down in the Amazon Jungle comes this tasty sauce. Ideal for tacos, seafood, poultry, soups, and pasta. Ingredients: Green Amazon Pepper, Tumeric (Natural Color), Xanthan Gum, Vinegar, Sodium Bisulfate, and Sea Salt.   Brand Amazon Hot Sauce Manufactured by Ocean Winds Trading Co.		Ocean Winds Trading Co	Ocean Winds Trading Co	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/3df0947ac60f2efcde0d7fa4bf76e2f0_large.jpeg?v=1427062252			
CHCHAHHS_31	Amazon Habanero Hot Sauce	  Amazon Habnanero (5.6oz./167ml) Ingredients: Amazon pepper, habanero pepper, cane vinegar, sea salt, xanthan gum.				7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e80c19ece1684967e78cd68df69f97fb_large.jpeg?v=1427062295			
CHCHAHNSM_32	Amazon Hot N' Sweet Mango	 Amazon Hot N' Sweet Mango Mild Hot Sauce (5.6 FL.OZ. / 167 ml): Ideal for breaded and fried foods, barbecue, hamburgers, tacos, rice, and more. Very attractive  fruit color. Excellent taste. Very mild spiciness. Excellent on everything your imagination allows to use sweet and mild/hot. Specially: ham, breaded and fried foods, chicken, pork or beef, wings, broiled seafood, rice, tacos, BBQ meats. Spices up HOT DOGS AND HAMBURGERS Ingredients: Mango, Cane Vinegar, Brown Sugar, Passion Fruit, Tumeric, Xanthan Gum, Habanero Peppers, Lemon, Sea Salt, Mango Vinegar, and Salt. Brand: Amazon Hot Sauce Manufactured by Ocean Winds Trading Co. This sauce has won many awards. 1997 Food Distribution MagazineÃ†s 1ST Annual BBQ and Wing sauce showdown hoedown. First place in the fruit-based hot category. 1999 Chile Pepper Magazine Hot Sauce contest Scovie Awards first place.		Ocean Winds Trading Co.	Amazon Hot Sauce	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/3034eb0506e2372a3390fc8482bd9859_large.jpeg?v=1427062392			
CHCHARHS_1	Amazon Red Hot Sauce	Amazon Red Hot Sauce (5.6 FL.OZ. / 167 ml): Ideal for meats, seafood, poultry, soups, rice, and cocktail drinks. Ingredients: Red Ripe Amazon Peppers, Cane Vinegar, Xanthan Gum, and Sea Salt.  Amazon Hot Sauce Manufactured by Ocean Winds Trading Co.		Ocean Winds Trading Co	Ocean Winds Trading Co	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f172a99e1aab89d69242a4fa524daffc_large.jpeg?v=1427062435			
CHCHATP_2	Amazon Triple Peppers	 Amazon Triple Peppers - 3 Colorful Layers of Peppers in a Glass Jar (12.5 FL.OZ. / 377 ml): Columbus changed the culinary world when he discovered chili peppers in the Americas. In this bottle is a pungent taste of history because every species of chili originated in our Amazon Basin. Here is a colorful mix of great Columbian peppers in vinegar from the worlds hottest Orange Habanero Peppers , to the freshly aromatic and spiced Green and Red Amazon Peppers . This is the perfect gift for the kitchen or decoration. Our Vinegar is ideal for salads and our peppers chopped into pieces (hot.) are coveted by serious chefs. Ingredients: Peppers, Vinegar and Salt. Brand: Amazon Hot Sauces Manufactured by Ocean Winds Trading Co.		Ocean Winds Trading Co.	Amazon Hot Sauces	8.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f54cb64fd9cfc5d32003cbc8ce0153fd_large.jpeg?v=1427062480			
CHCHALPHS_3	Amberfyre Livingston Parish Hot Sauce	Livingston Parish is a century old recipe from the Lake Maurepas area of Louisiana, Not just spicy, but extremely flavorful. AmberFyre premium products are a collaboration between CaJohn and food critic Amber Button. Classic recipes with a twist. Ingredients: Vinegar, Chile Peppers, Sugar, Salt, Garlic, Lemon Extract, Xanthan Gum (a Natural Thickener). Brand: Amberfyre Manufacturer: CAJOHNS FIERY FOODS CO.		CAJOHNS FIERY FOODS CO.	Amberfyre	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8813df0986a4b3b605878663f51d779f_large.jpeg?v=1431615080			
CHCHAAXHS_4	Anal Angst X-Hot Hot Sauce	  Anal Angst X-Hot Hot Sauce (5.7 FL.OZ. / 169 ml): Professor Payne Indeass's Butt Blazin' Recipe #4. Ingredients: Habanero Peppers, Soy Sauce, Vinegar, Worcestershire, Garlic, and Xanthan Gum. Brand: Professor Payne Indeass's Hot Sauce Manufactured by Sauce Crafters		Sauce Crafters	Sauce Crafters	9.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/8cadad2b5af13ba138d30964c703a8eb_large.jpeg?v=1427062575			
CHCHATXGHS_6	ANALize This XXX Garlic Hot Sauce	  ANALize This XXX Garlic Hot Sauce (5 FL.OZ. / 147 ml): It doesn't take a genius, but a chile head, to figure out what's wrong with your sphincter. Come on. After chugging down a bottle of hot sauce, especially this one, what the heck do you expect your rectum to do? If you make it suffer, it's going to make you suffer. P.S. You won't have any ass hairs left for dingleberries to cling to. Ingredients: Habanero Peppers, Apple Cider Vinegar, Fresh Garlic in Water, Crushed Tomatoes, Key Lime Juice, Clam Juice, Worcestershire, Honey, Carrots, Fresh Onions, Ginger, Cilantro, Spices, and Tic Gum.  Manufactured by Tahiti Joe's Hot Sauces		Tahiti Joe's Hot Sauces	Tahiti Joe's Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e4b6b9d2b7b220b33b60fcc5e570f156_large.jpeg?v=1427062645			
CHCHABBWSGC_5	Anchor Bar Buffalo Wing Sauce Gift Collection	ï»¿  Anchor Bar Wing Kit includes: Anchor Bar Medium Buffalo Wing Sauce, Anchor Bar Hotter Buffalo Wing Sauce, Anchor Bar Suicidal Buffalo Wing Sauce. Anchor Bar Medium Buffalo Wing Sauce - Frank  Teressa's original recipe, developed at the birthplace of Buffalo Chicken Wings, the Famous Anchor Bar in Buffalo, New York. These people actually invented the Buffalo Chicken Wing in 1964. A rich, smooth fully prepared sauce. No mixing, no mess, no guess work. Besides being great on chicken wings, try this sauce on beef, pork and seafood.This sauce is now in a plastic squeeze bottle! No Sugar Ingredients: Cayenne peppers, distilled vinegar, liquid margarine, salt, spices, garlic. Anchor Bar Hotter Recipe Buffalo Wing Sauce - Some like it Hotter! This Award Winning HOTTER recipe has been perfected at Frank  Teressa's Famous Anchor Bar, birthplace of Buffalo Chicken Wings. Twice as hot as the "Original", easy to use and clings to wings. A perfect balance of heat and flavor. This wing sauce comes with a recipe on the side of the bottle for flawless, mouth watering wings! No Fat, No Calorie Ingredients:Cayenne peppers, distilled vinegar, salt, garlic. Anchor Bar Suicidal Recipe Buffalo Wing Sauce - For the spicy, hot, hot sauce lovers, turn up the heat level to suicidal!!! This sauce will tempt and taunt taste buds into an ecstasy of combustible delight. No Sugar, No MSG, No Fat Ingredients: Cayenne peppers, distilled vinegar, salt, Red peppers, Black pepper, Worcestershire powder, herbs and spices, horseradish, natural flavors. From New York				27.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e99aafc2b2a4c5218d833b597d4199c5_large.jpeg?v=1427062718			
CHCHABHBWS_8	Anchor Bar Honey BBQ Wing Sauce	  Anchor Bar Honey BBQ Wing Sauce (12 FL.OZ / 354 ml): From the home of America's Var, in Buffalo New York comes a honey of a barbecue sauce. We're wild about this rich blend of natural ingredients with a sweet, full-bodied barbecue flavor. Incredible on wings, but fabulous on ribs and pork. Perfect as a marinade, basting or dipping sauce. Ingredients: Tomato Puree, Honey, Cayenne Pepper Sauce, Sugar, Vinegar, Molasses, Spices, Prepared Mustard, Natural Flavor, and Caramel Color. Manufactured by Anchor Bar  		Anchor Bar	Anchor Bar	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0c6fe6f25b986031b1218ce777bcc070_large.jpeg?v=1427062784			
CHCHABHWS_7	Anchor Bar Hotter Wing Sauce	  Anchor Bar Hotter Wing Sauce (12 FL.OZ. / 354 ml): Some like it "Hotter." Consistent quality and flavor are the trademark of the famous Anchor Bar Buffalo Wings. The award winning hotter recipe has been perfected at Frank  Teressa's Famous Anchor Bar in Buffalo, New York; 2003 recipient of the James Beard Foundation American Classic Restaurant Award. Anchor Bar, the home of America's Buffalo Wings. Ingredients: Cayenne Peppers, Distilled Vinegar, Salt, and Garlic.  Manufactured by Anchor Bar  		Anchor Bar	Anchor Bar	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/cd83673f73fa514ebd0c50eeaa13f304_large.jpeg?v=1427062945			
CHCHABMBWS_10	Anchor Bar Medium Buffalo Wing Sauce	Anchor Bar Medium (Original) Buffalo Wing Sauce (12 FL.OZ. / 354 ml): The Original Buffalo Wing Sauce developed and perfected at Frank  Teressa's Famous Anchor Bar in Buffalo, New York; 2003 recipient of the James Beard Foundation American Classic Restaurant Award. Anchor Bar, the home of America's Buffalo Wings. Ingredients: Cayenne Peppers, Distilled Vinegar, Water, Liquid Margarine, Salt, Natural Gums, Spices, and Garlic. Manufactured by Anchor Bar		Anchor Bar	Anchor Bar	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0e566923788973dcfd98f73fccf97a52_large.jpeg?v=1427063043			
CHCHABSWS_9	Anchor Bar Suicidal Wing Sauce	Anchor Bar Suicidal Wing Sauce (12 FL.OZ. / 354 ml): For the spicy, hot, hot sauce lovers, the Anchor Bar turns up the heat level to suicidal. This high quality sauce will tempt and taunt taste buds into an ecstasy of combustable delight. The award winning suicidal recipe has been perfected at Frank  Teressa's Famous Anchor Bar in Buffalo, New York; 2003 recipient of the James Beard Foundation American Classic Restaurant Award. Anchor Bar, the home of America's Buffalo Wings. Ingredients: Cayenne Peppers, Distilled Vinegar, Crushed Red Peppers, Black Pepper, Salt, and Garlic.  Manufactured by Anchor Bar		Anchor Bar	Anchor Bar	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b1ce7d52adf3256d2d23160c348b7d45_large.jpeg?v=1427063113			
CHCHACHS_11	Angry Cock Hot Sauce	  Angry Cock Hot Sauce (5oz./148ml) Ingredients: Bhut jolokia chiles, vinegar, onion, garlic, black pepper, chile caribe, salt, and a select blend of dehydrated vegetables. 2012 Golden Chile Winner   Manufactured by CaJohns  		CaJohns	CaJohns	18.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/697006500e856d1159c75a9ad0577eea_large.jpeg?v=1427063420			
CHCHABDIPHS_12	Another Bloody Day in Paradise Hot Sauce	Another Bloody Day in Paradise Hot Sauce (5 FL.OZ / 148 ml): The perfect hot sauce for Bloody Mary's. This sauce is the same recipe as the Three Pepper Lemon Hot Sauce, a Multiple National Award Winner. Featured on the famous Bloody Mary Smorgasbord at the Starboard Restaurant, in Dewey Beach, Delaware.One of our hot sauces, specifically designed for Bloody Marys and grilling seafood, but matches all foods well. Ingredients: Tabasco Peppers, Vinegar, Lemon Juice from Concenrate, Black Pepper, Salt, Water, Spices, Green Chili Peppers, Xantan Gum, and Sodium Benzoate.  Manufactured by Peppers  Awards: 1998 International Fiery Food Association Scovie Awards 3rd Place winner, 1997 Food Distribution Magazine Superior Product Award Winner.		Peppers	Peppers	9.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/5fd70c52f3d6934d6ee92d24b5c04fb4_large.jpeg?v=1437056543			
CHCHACGGS_13	Apple Chipotle Grilling & Glazing Sauce	Apple Chipotle Grilling  Glazing Sauce (14.4 oz/ 411 g) This is a wonderful accompaniment for pork tenderloin, beef, lamb, fish and fowl. It's also great right out of the jar poured over soft cheese with crackers or as a salad dressing. It also makes an incredible dipping sauce for grilled meats, vegetables, sausages and cheeses. Ingredients: sugar, apple sauce, jalapenos, apple cider vinegar, chipotle, garlic, salt, spices. Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	9.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/applegrilling_large.jpg?v=1362523777			
CHCHAFH_14	Apron From Hell	Apron From Hell This apron is beyond hot! Buy one for your hot chef! Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	19.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/apronhell_large.png?v=1362523795			
CHCHA5THSTDE_15	Area 51 The Hot Sauce That Doesn't Exist	Ingredients: Habanero Peppers, Vinegar, Onion Powder, Garlic Powder, and Salt. Brand: Chile Pepper Republic    Manufacturer: Chile Pepper Republic		Chile Pepper Republic	Chile Pepper Republic	8.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/e7cfab702bd041bf0dc38ced482f6bdf_large.jpeg?v=1427049591			
CHCHAGSHCHPS_16	Arizona Gunslinger Smokin Hot Chipotle Habanero Pepper Sauce	Arizona Gunslinger Smokin Hot Chipotle Habanero Pepper Sauce (5oz./148ml) Ingredients: Ripened habanero peppers, red ripened jalapeno peppers, vinegar, chipotle peppers, salt. Manufactured by Arizona Pepper Products		Arizona Pepper Products	Arizona Pepper Products	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/508bf1d8aea5076646330f71abe5e7a9_large.jpeg?v=1427063960			
CHCHAGSHHAMHS_33	Arizona Gunslinger Smokin Hot Habanero and Mango Hot Sauce	Arizona Gunslinger Smokin Hot Habanero and Mango Hot Sauce (5oz./148ml) Ingredients: Mangoes, water, tomato paste, carrots, onion, distilled vinegar, habanero peppers, spices, salt, edta, sodium benzoate and potassium sorbate. Manufactured by Arizona Pepper Products		Arizona Pepper Products	Arizona Pepper Products	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8bc47b2a15fe610cef882aa3ad2cc14f_large.jpeg?v=1427064223			
CHCHAGSHHPS_34	Arizona Gunslinger Smokin Hot Habanero Pepper Sauce	Arizona Gunslinger Smokin Hot Habanero Pepper Sauce (5oz./148ml) ingredients: Fresh ripened habanero peppers, red ripened jalapeno peppers, vinegar, and salt. Manufactured by Arizona Pepper Products		Arizona Pepper Products	Arizona Pepper Products	6.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/1ebf5ccfe13e23574cbca146995d5ff5_large.jpeg?v=1427048425			
CHCHAGSHJPS_35	Arizona Gunslinger Smokin' Hot Jalapeno Pepper Sauce	Arizona Gunslinger Smokin' Hot Jalapeno Pepper Sauce (5 FL.OZ. / 148 ml): Smokin' hot red jalapeno sauce from the great Southwest. A great tasting sauce - perfect for cooking. Recipe for Gunslinger Cheese Spread: 1 5oz jar pimento cheese spread, 1 2 1/4oz canned deviled ham, 1/2 cup mayo or salad dressing, 2 tbsp minced parsley, 1 tbsp minced onion, 1/4 cup Arizona Gunslinger Jalapeno Olives - chopped, 1 tsp Arizona Gunslinger Jalapeno Pepper Hot Sauce. Instructions: Combine all ingredients, beat with electric mixer for 5 minutes, chill, and serve with crackers. Yummy. Ingredients: Red Ripened Jalapeno Peppers, Vinegar, and Salt.  Manufactured by Arizona Pepper Products		Arizona Pepper Products	Arizona Pepper Products	7.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b574540549f0f6a4339296be11084583_large.jpeg?v=1431459459			
CHCHAHS_36	Armageddon Hot Sauce	 Ingredients: Habanero Peppers, Water, African Oleoresin, Scotch Bonnet Peppers, Salt, Onions, Vegetable Oil, Acetic Acid, Garlic, Xanthan Gum, Caramel Color. Brand: Armageddon Hot Sauce Manufacturer: Hot Sauce Zone		Hot Sauce Zone	Armageddon Hot Sauce	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/b3d42f0d029bd6fb8d653aa0d7ddb83c_large.jpeg?v=1427048517			
CHCHAESHS_37	Asbirin Extra Strength Hot Sauce	  Asbirin Extra Strength Hot Sauce (6 FL.OZ. / 177 ml): For the relief of bland foods. For those times when regular strength Asbirin won't do... Ingredients: Habanero Peppers, Carrots, Onions, Garlic, Key Lime Juice, Vinegar, Salt, and Xanthan Gum.   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9b40f9e99a8fde010895118a4da4e5d5_large.jpeg?v=1427048564			
CHCHAHS_38	Asbirin Hot Sauce	  Asbirin Hot Sauce (9 FL.OZ. / 266.4 ml): From Costa Rica via Louisiana. For the relief of Bland Foods. Great Cayenne Flavor with a great habanero kick.. Ingredients: Habanero Peppers, Cayenne Peppers, Water, Salt, Sugar, Onions, Acetic Acid, Garlic, Xanthan Gum, Citric Acid and Red FDandC 40   Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c27a631ec71f6d695f37522e17f237de_large.jpeg?v=1427048604			
CHCHABCO_39	Ass Blaster Chili Original	  Ass Blaster Chili Original (1lb./454g) Ingredients: Pinto beans, black beans Packet 1 (Chile powder, onion, galic, oregano, cumin. Packet 2 (Masa flour) Packet 3 (ground Habanero pepper) Produced in a plant that uses peanuts and soy products. Manufactured by Southwest Speciality Food		Southwest Speciality Food	Southwest Speciality Food	9.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9d2c6bd878262beb57ebb7a4b6295f18_large.jpeg?v=1427049694			
CHCHABCHSWO_40	Ass Blaster Collector's Hot Sauce with Outhouse	  Ass Blaster Hot Sauce with Outhouse (5 FL. OZ. / 148 ml):The Arizona crew never stops trying to give us the best variety of habanero infested products on the market. This new sauce is yet another worthy offering from the Southwest gang. Ingredients: Water, Habanero Pepper, Vinegar, Capsicum Extract, Carrots, Salt, Xanthan Gum, Garlic, and Spices.   Manufactured by Southwest Specialty Food		Southwest Specialty Food	Southwest Specialty Food	21.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e35538b7b332ba45e396082be019e6a5_large.jpeg?v=1427049837			
CHCHABHS_41	Ass Blaster Hot Sauce	  Ass Kickin' Ass Blaster Hot Sauce (5 FL.OZ. / 142 g): The Arizona crew never stops trying to give us the best variety of habanero infested products on the market. This new sauce is yet another worthy offering from the Southwest gang. Ingredients: Water, Habanero Pepper, Vinegar, Capsicum Extract, Carrots, Salt, Xanthan Gum, Garlic, and Spices. Brand: Ass Kickin' Hot Sauces Manufactured by Southwest Specialty Food		Southwest Specialty Food	Ass Kickin' Hot Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/16816a288bce3f67bbf85e4595b8864c_large.jpeg?v=1427049909			
CHCHAGHS_42	Ass Gas Hot Sauce	  Ass Gas Hot Sauce (5 FL.OZ. / 148 ml): Blow it out your ASS. This killer red habanero sauce will have you looking for a fire extinguisher and some Beano. Love it hot? Fire it up with red hot habanero heat. Fuel the heat. Ingredients: Habanero Peppers, Carrots, Scotch Bonnet Peppers, Onions, Vinegar, Salt, Lemon Juice, Acetic Acid, Citric Acid, Garlic, Ascorbic Acid and Xanthan Gum.   Manufactured by Fireworks Fiery Food Merchants		Fireworks Fiery Food Merchants	Fireworks Fiery Food Merchants	7.25	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/331ee11c6ffab4b3b82d593b000da5a5_large.jpeg?v=1427049977			
